Species,Longitude,Latitude,Trap,Station,Date,Tavg,WetBulb,PrecipTotal,AvgSpeed,Heat,Cool,Tmax,Tmin,DewPoint,ResultSpeed,ResultDir,StnPressure,SeaLevel,Rain,Sunrise,Sunset,WnvPresent
CULEX PIPIENS,-87.69629300000001,41.869107,T088,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.69629300000001,41.869107,T088,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.68776899999999,42.01743,T148,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.72460799999999,41.662014,T135,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.666901,41.868077,T090,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.666901,41.868077,T090,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.666901,41.868077,T090,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.627561,41.869215999999994,T092,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.627561,41.869215999999994,T092,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.72460799999999,41.662014,T135,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.72460799999999,41.662014,T135,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.64997,41.723195000000004,T089,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.76007,41.961743,T141,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.76007,41.961743,T141,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.629798,41.878114000000004,T145,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.700117,41.932094,T147,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.64997,41.723195000000004,T089,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.701431,41.906638,T033,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.667736,41.994469,T149,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.760886,41.907645,T153,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.760886,41.907645,T153,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.649642,41.732984,T159,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.649642,41.732984,T159,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.649642,41.732984,T159,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.69845699999999,41.94983,T019,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.69845699999999,41.94983,T019,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.689778,41.986921,T028,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.689778,41.986921,T028,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.763416,41.801497999999995,T031,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.763416,41.801497999999995,T031,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.700117,41.932094,T147,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.667736,41.994469,T149,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.648064,41.721474,T085,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.79518,41.921177,T037,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.686763,41.843810999999995,T034,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.686763,41.843810999999995,T034,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX TERRITANS,-87.686763,41.843810999999995,T034,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.79518,41.921177,T037,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.733974,41.953705,T001,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.694991,41.857402,T043,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.694991,41.857402,T043,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.696269,41.868142,T047,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.696269,41.868142,T047,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.656913,41.846283,T051,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.656913,41.846283,T051,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.648064,41.721474,T085,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.733974,41.953705,T001,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.69181,41.963976,T220,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.675919,42.006858,T150,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.752329,41.918704999999996,T154,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.800515,41.916265,T151,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.800515,41.916265,T151,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.800515,41.916265,T151,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.716277,41.846075,T152,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.716277,41.846075,T152,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.752329,41.918704999999996,T154,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.69181,41.963976,T220,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.707973,41.682587,T158,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.707973,41.682587,T158,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.61425799999999,41.725516999999996,T162,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.61425799999999,41.725516999999996,T162,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.730698,41.948167,T218,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.730698,41.948167,T218,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.642984,41.803422999999995,T082,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.590773,41.754292,T083,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.536497,41.702723999999996,T103,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.536497,41.702723999999996,T103,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.605294,41.750498,T102,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX SALINARIUS,-87.536497,41.702723999999996,T103,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX TERRITANS,-87.536497,41.702723999999996,T103,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.728492,41.984809000000006,T027,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.728492,41.984809000000006,T027,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.740029,41.772846,T156,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.740029,41.772846,T156,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.667827,41.825902,T157,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.605294,41.750498,T102,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.585413,41.726465000000005,T138,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.736812,41.798697,T114,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.736812,41.798697,T114,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.726549,41.82561,T063,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.726549,41.82561,T063,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.599862,41.673408,T115,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.585413,41.726465000000005,T138,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.582699,41.729669,T107,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.531657,41.717753,T100,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.582699,41.729669,T107,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.70271600000001,41.74785,T072,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.60449799999999,41.644612,T097,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.60449799999999,41.644612,T097,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.55551,41.733643,T099,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.55551,41.733643,T099,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.531657,41.717753,T100,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.667827,41.825902,T157,2.0,2007-08-15,77.0,71.0,0.83,7.1,0.0,12.0,81.0,72.0,69.0,4.9,6.0,29.23,29.87,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.795585,41.999128999999996,T143,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.81150600000001,42.011601,T016,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS/RESTUANS,-87.81150600000001,42.011601,T016,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.832763,41.944869,T011,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS/RESTUANS,-87.832763,41.944869,T011,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.812827,41.981964000000005,T009,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS/RESTUANS,-87.812827,41.981964000000005,T009,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.795585,41.999128999999996,T143,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.776792,41.953067,T142,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.747113,41.991429,T012,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.77792099999999,42.008314,T008,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.797127,41.990284,T006,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS/RESTUANS,-87.797127,41.990284,T006,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.757639,41.964242,T003,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS/RESTUANS,-87.757639,41.964242,T003,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS,-87.824812,41.974089,T015,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX PIPIENS/RESTUANS,-87.800991,41.95469,T002,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,1
CULEX RESTUANS,-87.800991,41.95469,T002,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.800991,41.95469,T002,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.769279,41.994991,T007,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.824812,41.974089,T015,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.824812,41.974089,T015,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.795585,41.999128999999996,T143,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.777189,41.960615999999995,T017,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.777189,41.960615999999995,T017,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.794896,41.94016,T144,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.794896,41.94016,T144,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.787992,41.970248,T014,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.787992,41.970248,T014,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.776792,41.953067,T142,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.750938,41.979243,T025,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS,-87.750938,41.979243,T025,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.757639,41.964242,T003,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.77792099999999,42.008314,T008,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX PIPIENS/RESTUANS,-87.747113,41.991429,T012,1.0,2007-08-15,76.0,70.0,0.23,5.8,0.0,11.0,80.0,71.0,67.0,3.4,7.0,29.17,29.89,1.0,459.0,1854.0,0
CULEX RESTUANS,-87.890615,41.974689,T900,1.0,2011-07-25,81.0,71.0,0.0,6.5,0.0,16.0,88.0,73.0,66.0,3.4,32.0,29.2,29.91,0.0,438.0,1918.0,1
